# vr_quantify.py -- trial=trial1; CPM = count / (all-gene column sum of unscaled salmon.merged.gene_counts.tsv) * 1e6; cluster tier=200kb, supercluster tier=800kb; individual-paralog calls are tentative by construction
sample	tier	cluster_id	family	chrom	n_member_genes	n_member_genes_detected	counts_sum	cpm_sum	share_of_sample_vr	sample_total_vr_counts	sample_total_vr_cpm	is_called	trial	cell_type	n_cells	library_status	qc_overall	sort_verdict	suppress_biology	suppression_reason	interpretation_context	chr7_dual_tier_region
pool100cells_S8	cluster	V2R_chr5_cl010	V2R	5	3	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr6_cl011	V2R	6	13	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl012	V2R	7	1	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl013	V2R	7	12	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl014	V2R	7	17	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl015	V2R	7	9	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl016	V2R	7	5	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl017	V2R	7	1	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl018	V2R	7	11	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl019	V2R	7	2	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl020	V2R	7	36	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chr7_cl021	V2R	7	4	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chrX_cl033	V2R	X	1	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chrY_cl034	V2R	Y	1	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool100cells_S8	cluster	V2R_chrY_cl035	V2R	Y	1	0	0.0	0.0		0.0	0.0	0	trial1	target	100	DEGENERATE	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	pooled_ambiguous	0
pool2cellsRep1_S5	cluster	V1R_chr13_cl020	V1R	13	64	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr17_cl021	V1R	17	24	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr18_cl022	V1R	18	3	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr1_cl001	V1R	1	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr2_cl002	V1R	2	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr4_cl003	V1R	4	3	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr5_cl004	V1R	5	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr6_cl005	V1R	6	3	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr6_cl006	V1R	6	21	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr6_cl007	V1R	6	21	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr6_cl008	V1R	6	9	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr6_cl009	V1R	6	23	1	2.0	0.1371364940471479	0.025974025974025976	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr7_cl010	V1R	7	14	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr7_cl011	V1R	7	12	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr7_cl012	V1R	7	29	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr7_cl013	V1R	7	6	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr7_cl014	V1R	7	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr7_cl015	V1R	7	37	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	1
pool2cellsRep1_S5	cluster	V1R_chr7_cl016	V1R	7	23	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	1
pool2cellsRep1_S5	cluster	V1R_chr7_cl017	V1R	7	18	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr7_cl018	V1R	7	2	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chr7_cl019	V1R	7	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V1R_chrX_cl023	V1R	X	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr10_cl022	V2R	10	4	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr10_cl023	V2R	10	4	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr13_cl024	V2R	13	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr13_cl025	V2R	13	1	1	56.68	3.8864482412961716	0.7361038961038961	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr14_cl026	V2R	14	3	1	18.32	1.2561702854718748	0.23792207792207792	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr17_cl027	V2R	17	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr17_cl028	V2R	17	35	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr17_cl029	V2R	17	2	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr17_cl030	V2R	17	12	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr17_cl031	V2R	17	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr17_cl032	V2R	17	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr2_cl001	V2R	2	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr3_cl002	V2R	3	18	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr4_cl003	V2R	4	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr4_cl004	V2R	4	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
pool2cellsRep1_S5	cluster	V2R_chr4_cl005	V2R	4	1	0	0.0	0.0	0.0	77.0	5.279755020815195	0	trial1	target	2	OK	UNUSABLE	FAIL	True	qc_overall=UNUSABLE; tissue_verdict=no_tissue_signal; sort_verdict=FAIL; library_status=OK; blocking_flags=no_tissue_signal;sort_validation_FAIL;population_undetermined;prep_suspect_degraded;low_unique_mapping(36.3<50);warn_bias_5p_skew(548.06>2)	monogenic_expectation	0
