gene_id	gene_name	chrom	start	end	strand	gene_biotype	n_transcripts	n_exons	family	is_pseudogene	pseudogene_criterion	span_source	exon_span_start	exon_span_end	span_agrees_tx_vs_exon	supercluster_id	is_primary_assembly
ENSMUSG00000092616	Vmn1r-ps74	7	21092110	21092679	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21092110	21092679	1	V1R_chr7_sc013	1
ENSMUSG00000094680	Vmn1r121	7	21097569	21098513	-	protein_coding	1	1	V1R	0	none	transcript	21097569	21098513	1	V1R_chr7_sc013	1
ENSMUSG00000094001	Vmn1r122	7	21133211	21134128	-	protein_coding	1	1	V1R	0	none	transcript	21133211	21134128	1	V1R_chr7_sc013	1
ENSMUSG00000094385	Vmn1r123	7	21162185	21163108	+	protein_coding	1	1	V1R	0	none	transcript	21162185	21163108	1	V1R_chr7_sc013	1
ENSMUSG00000094221	Vmn1r124	7	21259694	21260617	-	protein_coding	1	1	V1R	0	none	transcript	21259694	21260617	1	V1R_chr7_sc013	1
ENSMUSG00000095309	Vmn1r125	7	21272179	21273102	+	protein_coding	1	1	V1R	0	none	transcript	21272179	21273102	1	V1R_chr7_sc013	1
ENSMUSG00000096813	Vmn1r126	7	21300502	21301467	-	protein_coding	1	1	V1R	0	none	transcript	21300502	21301467	1	V1R_chr7_sc013	1
ENSMUSG00000093890	Vmn1r127	7	21318944	21319861	-	protein_coding	1	1	V1R	0	none	transcript	21318944	21319861	1	V1R_chr7_sc013	1
ENSMUSG00000095758	Vmn1r128	7	21349373	21350296	+	protein_coding	1	1	V1R	0	none	transcript	21349373	21350296	1	V1R_chr7_sc013	1
ENSMUSG00000094879	Vmn1r129	7	21360368	21361291	-	protein_coding	1	1	V1R	0	none	transcript	21360368	21361291	1	V1R_chr7_sc013	1
ENSMUSG00000095185	Vmn1r-ps75	7	21392341	21393260	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21392341	21393260	1	V1R_chr7_sc013	1
ENSMUSG00000094208	Vmn1r130	7	21511780	21512703	+	protein_coding	1	1	V1R	0	none	transcript	21511780	21512703	1	V1R_chr7_sc013	1
ENSMUSG00000096741	Vmn1r-ps76	7	21523277	21524200	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21523277	21524200	1	V1R_chr7_sc013	1
ENSMUSG00000093941	Vmn1r131	7	21545170	21546090	-	protein_coding	1	1	V1R	0	none	transcript	21545170	21546090	1	V1R_chr7_sc013	1
ENSMUSG00000074322	Vmn1r132	7	21614092	21614985	+	protein_coding	1	1	V1R	0	none	transcript	21614092	21614985	1	V1R_chr7_sc013	1
ENSMUSG00000095064	Vmn1r135	7	21832351	21833274	+	protein_coding	1	1	V1R	0	none	transcript	21832351	21833274	1	V1R_chr7_sc013	1
ENSMUSG00000092506	Vmn1r-ps77	7	21875360	21876280	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21875360	21876280	1	V1R_chr7_sc013	1
ENSMUSG00000095962	Vmn1r137	7	21994587	21995510	+	protein_coding	1	1	V1R	0	none	transcript	21994587	21995510	1	V1R_chr7_sc013	1
ENSMUSG00000095287	Vmn1r-ps78	7	22006084	22007007	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22006084	22007007	1	V1R_chr7_sc013	1
ENSMUSG00000095163	Vmn1r138	7	22027977	22028897	-	protein_coding	1	1	V1R	0	none	transcript	22027977	22028897	1	V1R_chr7_sc013	1
ENSMUSG00000074311	Vmn1r139	7	22069057	22097907	+	protein_coding	2	5	V1R	0	none	transcript	22069057	22097907	1	V1R_chr7_sc013	1
ENSMUSG00000095273	Vmn1r142	7	22163118	22164035	-	protein_coding	1	1	V1R	0	none	transcript	22163118	22164035	1	V1R_chr7_sc013	1
ENSMUSG00000096071	Vmn1r143	7	22189377	22190300	+	protein_coding	1	1	V1R	0	none	transcript	22189377	22190300	1	V1R_chr7_sc013	1
ENSMUSG00000095816	Vmn1r-ps70	7	22352435	22353397	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22352435	22353397	1	V1R_chr7_sc013	1
ENSMUSG00000095543	Vmn1r148	7	22413583	22414506	+	protein_coding	1	1	V1R	0	none	transcript	22413583	22414506	1	V1R_chr7_sc013	1
ENSMUSG00000094542	Vmn1r149	7	22437306	22438229	-	protein_coding	1	1	V1R	0	none	transcript	22437306	22438229	1	V1R_chr7_sc013	1
ENSMUSG00000093853	Vmn1r151	7	22498761	22499678	-	protein_coding	1	1	V1R	0	none	transcript	22498761	22499678	1	V1R_chr7_sc013	1
ENSMUSG00000095383	Vmn1r152	7	22522967	22523890	+	protein_coding	1	1	V1R	0	none	transcript	22522967	22523890	1	V1R_chr7_sc013	1
ENSMUSG00000094905	Vmn1r155	7	22658018	22658941	+	protein_coding	1	1	V1R	0	none	transcript	22658018	22658941	1	V1R_chr7_sc013	1
ENSMUSG00000092547	Vmn1r-ps80	7	22669464	22670429	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22669464	22670429	1	V1R_chr7_sc013	1
ENSMUSG00000095619	Vmn1r157	7	22761697	22762590	+	protein_coding	1	1	V1R	0	none	transcript	22761697	22762590	1	V1R_chr7_sc013	1
ENSMUSG00000094700	Vmn1r158	7	22789859	22790782	-	protein_coding	1	1	V1R	0	none	transcript	22789859	22790782	1	V1R_chr7_sc013	1
ENSMUSG00000095931	Vmn1r159	7	22842688	22843605	-	protein_coding	1	1	V1R	0	none	transcript	22842688	22843605	1	V1R_chr7_sc013	1
ENSMUSG00000094931	Vmn1r160	7	22871224	22872147	+	protein_coding	1	1	V1R	0	none	transcript	22871224	22872147	1	V1R_chr7_sc013	1
ENSMUSG00000094934	Vmn1r163	7	23055540	23056463	+	protein_coding	1	1	V1R	0	none	transcript	23055540	23056463	1	V1R_chr7_sc013	1
ENSMUSG00000095358	Vmn1r165	7	23217332	23218255	+	protein_coding	1	1	V1R	0	none	transcript	23217332	23218255	1	V1R_chr7_sc013	1
ENSMUSG00000092462	Vmn1r-ps83	7	23229054	23229758	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23229054	23229758	1	V1R_chr7_sc013	1
ENSMUSG00000096073	Vmn1r166	7	23250762	23251682	-	protein_coding	1	1	V1R	0	none	transcript	23250762	23251682	1	V1R_chr7_sc013	1
ENSMUSG00000092496	Vmn1r-ps84	7	23486375	23487297	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23486375	23487297	1	V1R_chr7_sc013	1
ENSMUSG00000090715	Vmn1r167	7	23504642	23505589	-	protein_coding	1	1	V1R	0	none	transcript	23504642	23505589	1	V1R_chr7_sc013	1
ENSMUSG00000074291	Vmn1r168	7	23540720	23541649	+	protein_coding	1	1	V1R	0	none	transcript	23540720	23541649	1	V1R_chr7_sc013	1
ENSMUSG00000094602	Vmn1r169	7	23577185	23578099	+	protein_coding	1	1	V1R	0	none	transcript	23577185	23578099	1	V1R_chr7_sc013	1
ENSMUSG00000094187	Vmn1r170	7	23606175	23607089	+	protein_coding	1	1	V1R	0	none	transcript	23606175	23607089	1	V1R_chr7_sc013	1
ENSMUSG00000062483	Vmn1r171	7	23631988	23633568	+	protein_coding	1	1	V1R	0	none	transcript	23631988	23633568	1	V1R_chr7_sc013	1
ENSMUSG00000035523	Vmn1r172	7	23658316	23660663	+	protein_coding	2	4	V1R	0	none	transcript	23658316	23660663	1	V1R_chr7_sc013	1
ENSMUSG00000074289	Vmn1r173	7	23702342	23703313	+	protein_coding	1	1	V1R	0	none	transcript	23702342	23703313	1	V1R_chr7_sc013	1
ENSMUSG00000090411	Vmn1r174	7	23753911	23754852	+	protein_coding	1	1	V1R	0	none	transcript	23753911	23754852	1	V1R_chr7_sc013	1
ENSMUSG00000092629	Vmn1r-ps85	7	23778358	23779247	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23778358	23779247	1	V1R_chr7_sc013	1
ENSMUSG00000095632	Vmn1r175	7	23808286	23809200	-	protein_coding	1	1	V1R	0	none	transcript	23808286	23809200	1	V1R_chr7_sc013	1
ENSMUSG00000096859	Vmn1r176	7	23834812	23835726	-	protein_coding	1	1	V1R	0	none	transcript	23834812	23835726	1	V1R_chr7_sc013	1
ENSMUSG00000057513	Vmn1r177	7	23865520	23866449	-	protein_coding	1	1	V1R	0	none	transcript	23865520	23866449	1	V1R_chr7_sc013	1
ENSMUSG00000062598	Vmn1r178	7	23893529	23894443	+	protein_coding	1	1	V1R	0	none	transcript	23893529	23894443	1	V1R_chr7_sc013	1
ENSMUSG00000046924	Vmn1r179	7	23928386	23929357	+	protein_coding	1	1	V1R	0	none	transcript	23928386	23929357	1	V1R_chr7_sc013	1
ENSMUSG00000092473	Vmn1r180	7	23952387	23953356	+	protein_coding	1	1	V1R	0	none	transcript	23952387	23953356	1	V1R_chr7_sc013	1
ENSMUSG00000097425	Vmn1r181	7	23984065	23985048	+	protein_coding	1	1	V1R	0	none	transcript	23984065	23985048	1	V1R_chr7_sc013	1
ENSMUSG00000066723	Vmn1r183	7	24054774	24055691	+	protein_coding	1	1	V1R	0	none	transcript	24054774	24055691	1	V1R_chr7_sc013	1
ENSMUSG00000092514	Vmn1r-ps86	7	26255080	26255626	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	26255080	26255626	1	V1R_chr7_sc014	1
ENSMUSG00000046130	Vmn1r184	7	26266831	26267775	+	protein_coding	1	1	V1R	0	none	transcript	26266831	26267775	1	V1R_chr7_sc014	1
ENSMUSG00000091924	Vmn1r185	7	26611021	26612164	-	protein_coding	1	1	V1R	0	none	transcript	26611021	26612164	1	V1R_chr7_sc014	1
ENSMUSG00000083873	Vmn1r-ps92	13	22057346	22057862	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22057346	22057862	1	V1R_chr13_sc015	1
ENSMUSG00000082869	Vmn1r-ps93	13	22078253	22078684	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22078253	22078684	1	V1R_chr13_sc015	1
ENSMUSG00000069299	Vmn1r188	13	22087878	22088804	+	protein_coding	1	1	V1R	0	none	transcript	22087878	22088804	1	V1R_chr13_sc015	1
ENSMUSG00000081334	Vmn1r-ps94	13	22092119	22092576	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22092119	22092576	1	V1R_chr13_sc015	1
ENSMUSG00000099611	Vmn1r189	13	22101727	22102665	-	protein_coding	1	1	V1R	0	none	transcript	22101727	22102665	1	V1R_chr13_sc015	1
ENSMUSG00000081469	Vmn1r-ps95	13	22123289	22124191	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22123289	22124191	1	V1R_chr13_sc015	1
ENSMUSG00000083167	Vmn1r-ps97	13	22136424	22137026	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22136424	22137026	1	V1R_chr13_sc015	1
ENSMUSG00000089973	Vmn1r190-ps	13	22144441	22145343	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22144441	22145343	1	V1R_chr13_sc015	1
ENSMUSG00000083348	Vmn1r-ps99	13	22174829	22175594	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22174829	22175594	1	V1R_chr13_sc015	1
ENSMUSG00000095916	Vmn1r191	13	22178686	22179582	-	protein_coding	1	1	V1R	0	none	transcript	22178686	22179582	1	V1R_chr13_sc015	1
ENSMUSG00000099787	Vmn1r192	13	22187146	22188048	-	protein_coding	1	1	V1R	0	none	transcript	22187146	22188048	1	V1R_chr13_sc015	1
ENSMUSG00000046932	Vmn1r193	13	22218861	22219820	-	protein_coding	1	1	V1R	0	none	transcript	22218861	22219820	1	V1R_chr13_sc015	1
ENSMUSG00000069297	Vmn1r194	13	22244215	22245105	+	protein_coding	1	1	V1R	0	none	transcript	22244215	22245105	1	V1R_chr13_sc015	1
ENSMUSG00000069296	Vmn1r195	13	22278362	22279312	+	protein_coding	1	1	V1R	0	none	transcript	22278362	22279312	1	V1R_chr13_sc015	1
ENSMUSG00000069295	Vmn1r196	13	22293193	22294098	+	protein_coding	1	1	V1R	0	none	transcript	22293193	22294098	1	V1R_chr13_sc015	1
ENSMUSG00000082785	Vmn1r-ps100	13	22298612	22299478	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22298612	22299478	1	V1R_chr13_sc015	1
ENSMUSG00000069294	Vmn1r197	13	22327911	22328807	+	protein_coding	1	1	V1R	0	none	transcript	22327911	22328807	1	V1R_chr13_sc015	1
ENSMUSG00000095125	Vmn1r198	13	22354346	22355248	+	protein_coding	1	1	V1R	0	none	transcript	22354346	22355248	1	V1R_chr13_sc015	1
ENSMUSG00000069292	Vmn1r199	13	22382538	22383641	+	protein_coding	1	1	V1R	0	none	transcript	22382538	22383641	1	V1R_chr13_sc015	1
ENSMUSG00000081080	Vmn1r-ps102	13	22385649	22386534	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22385649	22386534	1	V1R_chr13_sc015	1
ENSMUSG00000101073	Vmn1r200	13	22395029	22395967	+	protein_coding	1	1	V1R	0	none	transcript	22395029	22395967	1	V1R_chr13_sc015	1
ENSMUSG00000084924	Vmn1r-ps103	13	22441272	22442164	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22441272	22442164	1	V1R_chr13_sc015	1
ENSMUSG00000081283	Vmn1r-ps104	13	22449670	22450440	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22449670	22450440	1	V1R_chr13_sc015	1
ENSMUSG00000094898	Vmn1r201	13	22474618	22475520	+	protein_coding	1	1	V1R	0	none	transcript	22474618	22475520	1	V1R_chr13_sc015	1
ENSMUSG00000081717	Vmn1r-ps106	13	22480631	22483043	+	unprocessed_pseudogene	1	3	V1R	1	biotype+name	transcript	22480631	22483043	1	V1R_chr13_sc015	1
ENSMUSG00000080697	Vmn1r-ps107	13	22491605	22492185	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22491605	22492185	1	V1R_chr13_sc015	1
ENSMUSG00000081495	Vmn1r-ps108	13	22496034	22496398	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22496034	22496398	1	V1R_chr13_sc015	1
ENSMUSG00000094379	Vmn1r202	13	22501337	22502245	-	protein_coding	1	1	V1R	0	none	transcript	22501337	22502245	1	V1R_chr13_sc015	1
ENSMUSG00000069289	Vmn1r203	13	22524051	22524986	+	protein_coding	1	1	V1R	0	none	transcript	22524051	22524986	1	V1R_chr13_sc015	1
ENSMUSG00000094637	Vmn1r204	13	22556201	22557109	+	protein_coding	1	1	V1R	0	none	transcript	22556201	22557109	1	V1R_chr13_sc015	1
ENSMUSG00000100296	Vmn1r205	13	22591980	22592930	-	protein_coding	1	1	V1R	0	none	transcript	22591980	22592930	1	V1R_chr13_sc015	1
ENSMUSG00000101578	Vmn1r206	13	22620097	22621035	-	protein_coding	1	1	V1R	0	none	transcript	22620097	22621035	1	V1R_chr13_sc015	1
ENSMUSG00000081914	Vmn1r-ps109	13	22625758	22626482	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22625758	22626482	1	V1R_chr13_sc015	1
ENSMUSG00000083413	Vmn1r-ps110	13	22628071	22629164	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22628071	22629164	1	V1R_chr13_sc015	1
ENSMUSG00000083673	Vmn1r-ps111	13	22690970	22691966	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22690970	22691966	1	V1R_chr13_sc015	1
ENSMUSG00000084136	Vmn1r207-ps	13	22725646	22726718	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22725646	22726718	1	V1R_chr13_sc015	1
ENSMUSG00000082540	Vmn1r-ps112	13	22733090	22733633	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22733090	22733633	1	V1R_chr13_sc015	1
ENSMUSG00000081531	Vmn1r-ps113	13	22736988	22738093	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22736988	22738093	1	V1R_chr13_sc015	1
ENSMUSG00000071493	Vmn1r208	13	22772327	22773325	-	protein_coding	1	1	V1R	0	none	transcript	22772327	22773325	1	V1R_chr13_sc015	1
ENSMUSG00000071491	Vmn1r209	13	22805580	22806518	-	protein_coding	1	1	V1R	0	none	transcript	22805580	22806518	1	V1R_chr13_sc015	1
ENSMUSG00000061296	Vmn1r210	13	22827194	22828114	-	protein_coding	1	1	V1R	0	none	transcript	22827194	22828114	1	V1R_chr13_sc015	1
ENSMUSG00000083297	Vmn1r-ps114	13	22844994	22846033	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22844994	22846033	1	V1R_chr13_sc015	1
ENSMUSG00000063998	Vmn1r211	13	22851554	22852543	-	protein_coding	1	1	V1R	0	none	transcript	22851554	22852543	1	V1R_chr13_sc015	1
ENSMUSG00000082037	Vmn1r-ps116	13	22875102	22875393	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22875102	22875393	1	V1R_chr13_sc015	1
ENSMUSG00000071490	Vmn1r212	13	22883088	22884161	-	protein_coding	1	1	V1R	0	none	transcript	22883088	22884161	1	V1R_chr13_sc015	1
ENSMUSG00000082268	Vmn1r-ps120	13	22939199	22940072	-	unprocessed_pseudogene	1	2	V1R	1	biotype+name	transcript	22939199	22940072	1	V1R_chr13_sc015	1
ENSMUSG00000079064	Vmn1r-ps123	13	22996264	22996500	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	22996264	22996500	1	V1R_chr13_sc015	1
ENSMUSG00000060024	Vmn1r213	13	23011249	23012403	+	protein_coding	1	1	V1R	0	none	transcript	23011249	23012403	1	V1R_chr13_sc015	1
ENSMUSG00000082656	Vmn1r-ps125	13	23023251	23023540	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23023251	23023540	1	V1R_chr13_sc015	1
ENSMUSG00000061829	Vmn1r214	13	23034338	23035441	+	protein_coding	1	1	V1R	0	none	transcript	23034338	23035441	1	V1R_chr13_sc015	1
ENSMUSG00000083124	Vmn1r-ps126	13	23056683	23057608	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23056683	23057608	1	V1R_chr13_sc015	1
ENSMUSG00000099917	Vmn1r215	13	23075792	23076694	+	protein_coding	1	1	V1R	0	none	transcript	23075792	23076694	1	V1R_chr13_sc015	1
ENSMUSG00000057799	Vmn1r216	13	23099149	23100045	+	protein_coding	1	1	V1R	0	none	transcript	23099149	23100045	1	V1R_chr13_sc015	1
ENSMUSG00000081912	Vmn1r-ps127	13	23104296	23104773	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23104296	23104773	1	V1R_chr13_sc015	1
ENSMUSG00000094600	Vmn1r217	13	23113834	23114730	-	protein_coding	1	1	V1R	0	none	transcript	23113834	23114730	1	V1R_chr13_sc015	1
ENSMUSG00000084315	Vmn1r-ps128	13	23124505	23126243	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23124505	23126243	1	V1R_chr13_sc015	1
ENSMUSG00000060490	Vmn1r218	13	23136485	23137381	+	protein_coding	1	1	V1R	0	none	transcript	23136485	23137381	1	V1R_chr13_sc015	1
ENSMUSG00000061376	Vmn1r219	13	23162643	23163581	+	protein_coding	1	1	V1R	0	none	transcript	23162643	23163581	1	V1R_chr13_sc015	1
ENSMUSG00000096099	Vmn1r220	13	23183628	23184524	-	protein_coding	1	1	V1R	0	none	transcript	23183628	23184524	1	V1R_chr13_sc015	1
ENSMUSG00000080794	Vmn1r-ps132	13	23201161	23202052	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23201161	23202052	1	V1R_chr13_sc015	1
ENSMUSG00000082316	Vmn1r221	13	23217260	23218343	+	unprocessed_pseudogene	1	1	V1R	1	biotype	transcript	23217260	23218343	1	V1R_chr13_sc015	1
ENSMUSG00000061022	Vmn1r222	13	23232115	23233041	-	protein_coding	1	1	V1R	0	none	transcript	23232115	23233041	1	V1R_chr13_sc015	1
ENSMUSG00000069280	Vmn1r223	13	23249238	23250323	+	protein_coding	1	1	V1R	0	none	transcript	23249238	23250323	1	V1R_chr13_sc015	1
ENSMUSG00000084096	Vmn1r-ps135	13	23268880	23269474	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	23268880	23269474	1	V1R_chr13_sc015	1
ENSMUSG00000093729	Vmn1r-ps141	17	20405004	20405756	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	20405004	20405756	1	V1R_chr17_sc016	1
ENSMUSG00000091151	Vmn1r224	17	20419163	20420059	+	protein_coding	1	1	V1R	0	none	transcript	20419163	20420059	1	V1R_chr17_sc016	1
ENSMUSG00000093705	Vmn1r-ps142	17	20426432	20427283	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	20426432	20427283	1	V1R_chr17_sc016	1
ENSMUSG00000093454	Vmn1r-ps143	17	20432830	20433433	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	20432830	20433433	1	V1R_chr17_sc016	1
ENSMUSG00000043537	Vmn1r225	17	20502299	20503195	+	protein_coding	1	1	V1R	0	none	transcript	20502299	20503195	1	V1R_chr17_sc016	1
ENSMUSG00000042848	Vmn1r226	17	20687508	20688404	+	protein_coding	1	1	V1R	0	none	transcript	20687508	20688404	1	V1R_chr17_sc016	1
ENSMUSG00000067951	Vmn1r227	17	20735100	20736126	+	pseudogene	2	3	V1R	1	biotype	transcript	20735100	20736126	1	V1R_chr17_sc016	1
ENSMUSG00000060245	Vmn1r228	17	20776059	20777501	-	protein_coding	1	1	V1R	0	none	transcript	20776059	20777501	1	V1R_chr17_sc016	1
ENSMUSG00000061150	Vmn1r229	17	20814495	20815415	+	protein_coding	1	1	V1R	0	none	transcript	20814495	20815415	1	V1R_chr17_sc016	1
ENSMUSG00000045417	Vmn1r230	17	20846551	20847501	+	protein_coding	1	1	V1R	0	none	transcript	20846551	20847501	1	V1R_chr17_sc016	1
ENSMUSG00000050933	Vmn1r231	17	20889716	20890651	-	protein_coding	1	1	V1R	0	none	transcript	20889716	20890651	1	V1R_chr17_sc016	1
ENSMUSG00000062165	Vmn1r232	17	20913205	20914363	-	protein_coding	1	1	V1R	0	none	transcript	20913205	20914363	1	V1R_chr17_sc016	1
ENSMUSG00000067949	Vmn1r-ps144	17	20933610	20934548	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	20933610	20934548	1	V1R_chr17_sc016	1
ENSMUSG00000093429	Vmn1r-ps145	17	20969061	20969484	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	20969061	20969484	1	V1R_chr17_sc016	1
ENSMUSG00000045575	Vmn1r233	17	20993727	20994686	-	protein_coding	1	1	V1R	0	none	transcript	20993727	20994686	1	V1R_chr17_sc016	1
ENSMUSG00000093453	Vmn1r-ps146	17	21080134	21080658	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21080134	21080658	1	V1R_chr17_sc016	1
ENSMUSG00000093788	Vmn1r-ps147	17	21225478	21225990	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21225478	21225990	1	V1R_chr17_sc016	1
ENSMUSG00000057203	Vmn1r234	17	21228826	21229815	+	protein_coding	1	1	V1R	0	none	transcript	21228826	21229815	1	V1R_chr17_sc016	1
ENSMUSG00000093648	Vmn1r-ps148	17	21244841	21245295	+	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21244841	21245295	1	V1R_chr17_sc016	1
ENSMUSG00000050102	Vmn1r235	17	21260427	21262863	+	protein_coding	1	2	V1R	0	none	transcript	21260427	21262863	1	V1R_chr17_sc016	1
ENSMUSG00000093449	Vmn1r-ps149	17	21269288	21269470	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21269288	21269470	1	V1R_chr17_sc016	1
ENSMUSG00000054142	Vmn1r236	17	21286533	21287653	+	protein_coding	1	1	V1R	0	none	transcript	21286533	21287653	1	V1R_chr17_sc016	1
ENSMUSG00000058030	Vmn1r237	17	21313963	21314912	+	protein_coding	1	1	V1R	0	none	transcript	21313963	21314912	1	V1R_chr17_sc016	1
ENSMUSG00000079693	Vmn1r-ps150	17	21323031	21323766	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	21323031	21323766	1	V1R_chr17_sc016	1
ENSMUSG00000093774	Vmn1r-ps151	18	3026901	3027882	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	3026901	3027882	1	V1R_chr18_sc017	1
ENSMUSG00000093444	Vmn1r-ps152	18	3080778	3081476	-	unprocessed_pseudogene	1	1	V1R	1	biotype+name	transcript	3080778	3081476	1	V1R_chr18_sc017	1
ENSMUSG00000091539	Vmn1r238	18	3122492	3123412	-	protein_coding	1	1	V1R	0	none	transcript	3122492	3123412	1	V1R_chr18_sc017	1
ENSMUSG00000067262	Vmn1r239-ps	X	147452748	147453707	-	processed_pseudogene	1	1	V1R	1	biotype+name	transcript	147452748	147453707	1	V1R_chrX_sc018	1
ENSMUSG00000096776	Vmn1r186	GL456219.1	94186	95088	-	protein_coding	1	1	V1R	0	none	transcript	94186	95088	1	V1R_chrGL456219.1_sc019	0
ENSMUSG00000081144	Vmn2r-ps2	2	39274106	39274870	+	processed_pseudogene	1	1	V2R	1	biotype+name	transcript	39274106	39274870	1	V2R_chr2_sc001	1
ENSMUSG00000090303	Vmn2r-ps3	3	64053031	64055610	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	64053031	64055610	1	V2R_chr3_sc002	1
ENSMUSG00000027824	Vmn2r1	3	64081642	64105458	+	protein_coding	1	6	V2R	0	none	transcript	64081642	64105458	1	V2R_chr3_sc002	1
ENSMUSG00000043897	Vmn2r2	3	64116432	64140543	-	protein_coding	2	11	V2R	0	none	transcript	64116432	64140543	1	V2R_chr3_sc002	1
ENSMUSG00000091572	Vmn2r3	3	64258961	64287495	-	protein_coding	2	12	V2R	0	none	transcript	64258961	64287495	1	V2R_chr3_sc002	1
ENSMUSG00000093503	Vmn2r-ps4	3	64328660	64332853	+	unprocessed_pseudogene	1	3	V2R	1	biotype+name	transcript	64328660	64332853	1	V2R_chr3_sc002	1
ENSMUSG00000091967	Vmn2r-ps5	3	64339565	64357724	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	64339565	64357724	1	V2R_chr3_sc002	1
ENSMUSG00000092049	Vmn2r4	3	64388621	64415296	-	protein_coding	2	11	V2R	0	none	transcript	64388621	64415296	1	V2R_chr3_sc002	1
ENSMUSG00000093395	Vmn2r-ps6	3	64436883	64438287	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	64436883	64438287	1	V2R_chr3_sc002	1
ENSMUSG00000093546	Vmn2r-ps7	3	64442600	64443975	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	64442600	64443975	1	V2R_chr3_sc002	1
ENSMUSG00000094482	Vmn2r-ps8	3	64477018	64479319	+	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	64477018	64479319	1	V2R_chr3_sc002	1
ENSMUSG00000068999	Vmn2r5	3	64490821	64509735	-	protein_coding	2	11	V2R	0	none	transcript	64490821	64509735	1	V2R_chr3_sc002	1
ENSMUSG00000090581	Vmn2r6	3	64537561	64565298	-	protein_coding	2	11	V2R	0	none	transcript	64537561	64565298	1	V2R_chr3_sc002	1
ENSMUSG00000093699	Vmn2r-ps9	3	64591515	64592896	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	64591515	64592896	1	V2R_chr3_sc002	1
ENSMUSG00000095107	Vmn2r-ps10	3	64621694	64623995	+	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	64621694	64623995	1	V2R_chr3_sc002	1
