gene_id	gene_name	family	chrom	start	end	strand	is_pseudogene	cluster_id	cluster_n_genes	cluster_rank_in_cluster	supercluster_id	is_primary_assembly
ENSMUSG00000094931	Vmn1r160	V1R	7	22871224	22872147	+	0	V1R_chr7_cl016	23	19	V1R_chr7_sc013	1
ENSMUSG00000094934	Vmn1r163	V1R	7	23055540	23056463	+	0	V1R_chr7_cl016	23	20	V1R_chr7_sc013	1
ENSMUSG00000095358	Vmn1r165	V1R	7	23217332	23218255	+	0	V1R_chr7_cl016	23	21	V1R_chr7_sc013	1
ENSMUSG00000092462	Vmn1r-ps83	V1R	7	23229054	23229758	-	1	V1R_chr7_cl016	23	22	V1R_chr7_sc013	1
ENSMUSG00000096073	Vmn1r166	V1R	7	23250762	23251682	-	0	V1R_chr7_cl016	23	23	V1R_chr7_sc013	1
ENSMUSG00000092496	Vmn1r-ps84	V1R	7	23486375	23487297	-	1	V1R_chr7_cl017	18	1	V1R_chr7_sc013	1
ENSMUSG00000090715	Vmn1r167	V1R	7	23504642	23505589	-	0	V1R_chr7_cl017	18	2	V1R_chr7_sc013	1
ENSMUSG00000074291	Vmn1r168	V1R	7	23540720	23541649	+	0	V1R_chr7_cl017	18	3	V1R_chr7_sc013	1
ENSMUSG00000094602	Vmn1r169	V1R	7	23577185	23578099	+	0	V1R_chr7_cl017	18	4	V1R_chr7_sc013	1
ENSMUSG00000094187	Vmn1r170	V1R	7	23606175	23607089	+	0	V1R_chr7_cl017	18	5	V1R_chr7_sc013	1
ENSMUSG00000062483	Vmn1r171	V1R	7	23631988	23633568	+	0	V1R_chr7_cl017	18	6	V1R_chr7_sc013	1
ENSMUSG00000035523	Vmn1r172	V1R	7	23658316	23660663	+	0	V1R_chr7_cl017	18	7	V1R_chr7_sc013	1
ENSMUSG00000074289	Vmn1r173	V1R	7	23702342	23703313	+	0	V1R_chr7_cl017	18	8	V1R_chr7_sc013	1
ENSMUSG00000090411	Vmn1r174	V1R	7	23753911	23754852	+	0	V1R_chr7_cl017	18	9	V1R_chr7_sc013	1
ENSMUSG00000092629	Vmn1r-ps85	V1R	7	23778358	23779247	+	1	V1R_chr7_cl017	18	10	V1R_chr7_sc013	1
ENSMUSG00000095632	Vmn1r175	V1R	7	23808286	23809200	-	0	V1R_chr7_cl017	18	11	V1R_chr7_sc013	1
ENSMUSG00000096859	Vmn1r176	V1R	7	23834812	23835726	-	0	V1R_chr7_cl017	18	12	V1R_chr7_sc013	1
ENSMUSG00000057513	Vmn1r177	V1R	7	23865520	23866449	-	0	V1R_chr7_cl017	18	13	V1R_chr7_sc013	1
ENSMUSG00000062598	Vmn1r178	V1R	7	23893529	23894443	+	0	V1R_chr7_cl017	18	14	V1R_chr7_sc013	1
ENSMUSG00000046924	Vmn1r179	V1R	7	23928386	23929357	+	0	V1R_chr7_cl017	18	15	V1R_chr7_sc013	1
ENSMUSG00000092473	Vmn1r180	V1R	7	23952387	23953356	+	0	V1R_chr7_cl017	18	16	V1R_chr7_sc013	1
ENSMUSG00000097425	Vmn1r181	V1R	7	23984065	23985048	+	0	V1R_chr7_cl017	18	17	V1R_chr7_sc013	1
ENSMUSG00000066723	Vmn1r183	V1R	7	24054774	24055691	+	0	V1R_chr7_cl017	18	18	V1R_chr7_sc013	1
ENSMUSG00000092514	Vmn1r-ps86	V1R	7	26255080	26255626	+	1	V1R_chr7_cl018	2	1	V1R_chr7_sc014	1
ENSMUSG00000046130	Vmn1r184	V1R	7	26266831	26267775	+	0	V1R_chr7_cl018	2	2	V1R_chr7_sc014	1
ENSMUSG00000091924	Vmn1r185	V1R	7	26611021	26612164	-	0	V1R_chr7_cl019	1	1	V1R_chr7_sc014	1
ENSMUSG00000083873	Vmn1r-ps92	V1R	13	22057346	22057862	-	1	V1R_chr13_cl020	64	1	V1R_chr13_sc015	1
ENSMUSG00000082869	Vmn1r-ps93	V1R	13	22078253	22078684	+	1	V1R_chr13_cl020	64	2	V1R_chr13_sc015	1
ENSMUSG00000069299	Vmn1r188	V1R	13	22087878	22088804	+	0	V1R_chr13_cl020	64	3	V1R_chr13_sc015	1
ENSMUSG00000081334	Vmn1r-ps94	V1R	13	22092119	22092576	+	1	V1R_chr13_cl020	64	4	V1R_chr13_sc015	1
ENSMUSG00000099611	Vmn1r189	V1R	13	22101727	22102665	-	0	V1R_chr13_cl020	64	5	V1R_chr13_sc015	1
ENSMUSG00000081469	Vmn1r-ps95	V1R	13	22123289	22124191	+	1	V1R_chr13_cl020	64	6	V1R_chr13_sc015	1
ENSMUSG00000083167	Vmn1r-ps97	V1R	13	22136424	22137026	-	1	V1R_chr13_cl020	64	7	V1R_chr13_sc015	1
ENSMUSG00000089973	Vmn1r190-ps	V1R	13	22144441	22145343	-	1	V1R_chr13_cl020	64	8	V1R_chr13_sc015	1
ENSMUSG00000083348	Vmn1r-ps99	V1R	13	22174829	22175594	-	1	V1R_chr13_cl020	64	9	V1R_chr13_sc015	1
ENSMUSG00000095916	Vmn1r191	V1R	13	22178686	22179582	-	0	V1R_chr13_cl020	64	10	V1R_chr13_sc015	1
ENSMUSG00000099787	Vmn1r192	V1R	13	22187146	22188048	-	0	V1R_chr13_cl020	64	11	V1R_chr13_sc015	1
ENSMUSG00000046932	Vmn1r193	V1R	13	22218861	22219820	-	0	V1R_chr13_cl020	64	12	V1R_chr13_sc015	1
ENSMUSG00000069297	Vmn1r194	V1R	13	22244215	22245105	+	0	V1R_chr13_cl020	64	13	V1R_chr13_sc015	1
ENSMUSG00000069296	Vmn1r195	V1R	13	22278362	22279312	+	0	V1R_chr13_cl020	64	14	V1R_chr13_sc015	1
ENSMUSG00000069295	Vmn1r196	V1R	13	22293193	22294098	+	0	V1R_chr13_cl020	64	15	V1R_chr13_sc015	1
ENSMUSG00000082785	Vmn1r-ps100	V1R	13	22298612	22299478	-	1	V1R_chr13_cl020	64	16	V1R_chr13_sc015	1
ENSMUSG00000069294	Vmn1r197	V1R	13	22327911	22328807	+	0	V1R_chr13_cl020	64	17	V1R_chr13_sc015	1
ENSMUSG00000095125	Vmn1r198	V1R	13	22354346	22355248	+	0	V1R_chr13_cl020	64	18	V1R_chr13_sc015	1
ENSMUSG00000069292	Vmn1r199	V1R	13	22382538	22383641	+	0	V1R_chr13_cl020	64	19	V1R_chr13_sc015	1
ENSMUSG00000081080	Vmn1r-ps102	V1R	13	22385649	22386534	+	1	V1R_chr13_cl020	64	20	V1R_chr13_sc015	1
ENSMUSG00000101073	Vmn1r200	V1R	13	22395029	22395967	+	0	V1R_chr13_cl020	64	21	V1R_chr13_sc015	1
ENSMUSG00000084924	Vmn1r-ps103	V1R	13	22441272	22442164	+	1	V1R_chr13_cl020	64	22	V1R_chr13_sc015	1
ENSMUSG00000081283	Vmn1r-ps104	V1R	13	22449670	22450440	+	1	V1R_chr13_cl020	64	23	V1R_chr13_sc015	1
ENSMUSG00000094898	Vmn1r201	V1R	13	22474618	22475520	+	0	V1R_chr13_cl020	64	24	V1R_chr13_sc015	1
ENSMUSG00000081717	Vmn1r-ps106	V1R	13	22480631	22483043	+	1	V1R_chr13_cl020	64	25	V1R_chr13_sc015	1
ENSMUSG00000080697	Vmn1r-ps107	V1R	13	22491605	22492185	+	1	V1R_chr13_cl020	64	26	V1R_chr13_sc015	1
ENSMUSG00000081495	Vmn1r-ps108	V1R	13	22496034	22496398	+	1	V1R_chr13_cl020	64	27	V1R_chr13_sc015	1
ENSMUSG00000094379	Vmn1r202	V1R	13	22501337	22502245	-	0	V1R_chr13_cl020	64	28	V1R_chr13_sc015	1
ENSMUSG00000069289	Vmn1r203	V1R	13	22524051	22524986	+	0	V1R_chr13_cl020	64	29	V1R_chr13_sc015	1
ENSMUSG00000094637	Vmn1r204	V1R	13	22556201	22557109	+	0	V1R_chr13_cl020	64	30	V1R_chr13_sc015	1
ENSMUSG00000100296	Vmn1r205	V1R	13	22591980	22592930	-	0	V1R_chr13_cl020	64	31	V1R_chr13_sc015	1
ENSMUSG00000101578	Vmn1r206	V1R	13	22620097	22621035	-	0	V1R_chr13_cl020	64	32	V1R_chr13_sc015	1
ENSMUSG00000081914	Vmn1r-ps109	V1R	13	22625758	22626482	-	1	V1R_chr13_cl020	64	33	V1R_chr13_sc015	1
ENSMUSG00000083413	Vmn1r-ps110	V1R	13	22628071	22629164	-	1	V1R_chr13_cl020	64	34	V1R_chr13_sc015	1
ENSMUSG00000083673	Vmn1r-ps111	V1R	13	22690970	22691966	-	1	V1R_chr13_cl020	64	35	V1R_chr13_sc015	1
ENSMUSG00000084136	Vmn1r207-ps	V1R	13	22725646	22726718	-	1	V1R_chr13_cl020	64	36	V1R_chr13_sc015	1
ENSMUSG00000082540	Vmn1r-ps112	V1R	13	22733090	22733633	-	1	V1R_chr13_cl020	64	37	V1R_chr13_sc015	1
ENSMUSG00000081531	Vmn1r-ps113	V1R	13	22736988	22738093	-	1	V1R_chr13_cl020	64	38	V1R_chr13_sc015	1
ENSMUSG00000071493	Vmn1r208	V1R	13	22772327	22773325	-	0	V1R_chr13_cl020	64	39	V1R_chr13_sc015	1
ENSMUSG00000071491	Vmn1r209	V1R	13	22805580	22806518	-	0	V1R_chr13_cl020	64	40	V1R_chr13_sc015	1
ENSMUSG00000061296	Vmn1r210	V1R	13	22827194	22828114	-	0	V1R_chr13_cl020	64	41	V1R_chr13_sc015	1
ENSMUSG00000083297	Vmn1r-ps114	V1R	13	22844994	22846033	-	1	V1R_chr13_cl020	64	42	V1R_chr13_sc015	1
ENSMUSG00000063998	Vmn1r211	V1R	13	22851554	22852543	-	0	V1R_chr13_cl020	64	43	V1R_chr13_sc015	1
ENSMUSG00000082037	Vmn1r-ps116	V1R	13	22875102	22875393	-	1	V1R_chr13_cl020	64	44	V1R_chr13_sc015	1
ENSMUSG00000071490	Vmn1r212	V1R	13	22883088	22884161	-	0	V1R_chr13_cl020	64	45	V1R_chr13_sc015	1
ENSMUSG00000082268	Vmn1r-ps120	V1R	13	22939199	22940072	-	1	V1R_chr13_cl020	64	46	V1R_chr13_sc015	1
ENSMUSG00000079064	Vmn1r-ps123	V1R	13	22996264	22996500	-	1	V1R_chr13_cl020	64	47	V1R_chr13_sc015	1
ENSMUSG00000060024	Vmn1r213	V1R	13	23011249	23012403	+	0	V1R_chr13_cl020	64	48	V1R_chr13_sc015	1
ENSMUSG00000082656	Vmn1r-ps125	V1R	13	23023251	23023540	+	1	V1R_chr13_cl020	64	49	V1R_chr13_sc015	1
ENSMUSG00000061829	Vmn1r214	V1R	13	23034338	23035441	+	0	V1R_chr13_cl020	64	50	V1R_chr13_sc015	1
ENSMUSG00000083124	Vmn1r-ps126	V1R	13	23056683	23057608	+	1	V1R_chr13_cl020	64	51	V1R_chr13_sc015	1
ENSMUSG00000099917	Vmn1r215	V1R	13	23075792	23076694	+	0	V1R_chr13_cl020	64	52	V1R_chr13_sc015	1
ENSMUSG00000057799	Vmn1r216	V1R	13	23099149	23100045	+	0	V1R_chr13_cl020	64	53	V1R_chr13_sc015	1
ENSMUSG00000081912	Vmn1r-ps127	V1R	13	23104296	23104773	+	1	V1R_chr13_cl020	64	54	V1R_chr13_sc015	1
ENSMUSG00000094600	Vmn1r217	V1R	13	23113834	23114730	-	0	V1R_chr13_cl020	64	55	V1R_chr13_sc015	1
ENSMUSG00000084315	Vmn1r-ps128	V1R	13	23124505	23126243	+	1	V1R_chr13_cl020	64	56	V1R_chr13_sc015	1
ENSMUSG00000060490	Vmn1r218	V1R	13	23136485	23137381	+	0	V1R_chr13_cl020	64	57	V1R_chr13_sc015	1
ENSMUSG00000061376	Vmn1r219	V1R	13	23162643	23163581	+	0	V1R_chr13_cl020	64	58	V1R_chr13_sc015	1
ENSMUSG00000096099	Vmn1r220	V1R	13	23183628	23184524	-	0	V1R_chr13_cl020	64	59	V1R_chr13_sc015	1
ENSMUSG00000080794	Vmn1r-ps132	V1R	13	23201161	23202052	-	1	V1R_chr13_cl020	64	60	V1R_chr13_sc015	1
ENSMUSG00000082316	Vmn1r221	V1R	13	23217260	23218343	+	1	V1R_chr13_cl020	64	61	V1R_chr13_sc015	1
ENSMUSG00000061022	Vmn1r222	V1R	13	23232115	23233041	-	0	V1R_chr13_cl020	64	62	V1R_chr13_sc015	1
ENSMUSG00000069280	Vmn1r223	V1R	13	23249238	23250323	+	0	V1R_chr13_cl020	64	63	V1R_chr13_sc015	1
ENSMUSG00000084096	Vmn1r-ps135	V1R	13	23268880	23269474	+	1	V1R_chr13_cl020	64	64	V1R_chr13_sc015	1
ENSMUSG00000093729	Vmn1r-ps141	V1R	17	20405004	20405756	+	1	V1R_chr17_cl021	24	1	V1R_chr17_sc016	1
ENSMUSG00000091151	Vmn1r224	V1R	17	20419163	20420059	+	0	V1R_chr17_cl021	24	2	V1R_chr17_sc016	1
ENSMUSG00000093705	Vmn1r-ps142	V1R	17	20426432	20427283	-	1	V1R_chr17_cl021	24	3	V1R_chr17_sc016	1
ENSMUSG00000093454	Vmn1r-ps143	V1R	17	20432830	20433433	-	1	V1R_chr17_cl021	24	4	V1R_chr17_sc016	1
ENSMUSG00000043537	Vmn1r225	V1R	17	20502299	20503195	+	0	V1R_chr17_cl021	24	5	V1R_chr17_sc016	1
ENSMUSG00000042848	Vmn1r226	V1R	17	20687508	20688404	+	0	V1R_chr17_cl021	24	6	V1R_chr17_sc016	1
ENSMUSG00000067951	Vmn1r227	V1R	17	20735100	20736126	+	1	V1R_chr17_cl021	24	7	V1R_chr17_sc016	1
ENSMUSG00000060245	Vmn1r228	V1R	17	20776059	20777501	-	0	V1R_chr17_cl021	24	8	V1R_chr17_sc016	1
ENSMUSG00000061150	Vmn1r229	V1R	17	20814495	20815415	+	0	V1R_chr17_cl021	24	9	V1R_chr17_sc016	1
ENSMUSG00000045417	Vmn1r230	V1R	17	20846551	20847501	+	0	V1R_chr17_cl021	24	10	V1R_chr17_sc016	1
ENSMUSG00000050933	Vmn1r231	V1R	17	20889716	20890651	-	0	V1R_chr17_cl021	24	11	V1R_chr17_sc016	1
ENSMUSG00000062165	Vmn1r232	V1R	17	20913205	20914363	-	0	V1R_chr17_cl021	24	12	V1R_chr17_sc016	1
ENSMUSG00000067949	Vmn1r-ps144	V1R	17	20933610	20934548	+	1	V1R_chr17_cl021	24	13	V1R_chr17_sc016	1
ENSMUSG00000093429	Vmn1r-ps145	V1R	17	20969061	20969484	-	1	V1R_chr17_cl021	24	14	V1R_chr17_sc016	1
ENSMUSG00000045575	Vmn1r233	V1R	17	20993727	20994686	-	0	V1R_chr17_cl021	24	15	V1R_chr17_sc016	1
ENSMUSG00000093453	Vmn1r-ps146	V1R	17	21080134	21080658	-	1	V1R_chr17_cl021	24	16	V1R_chr17_sc016	1
ENSMUSG00000093788	Vmn1r-ps147	V1R	17	21225478	21225990	-	1	V1R_chr17_cl021	24	17	V1R_chr17_sc016	1
ENSMUSG00000057203	Vmn1r234	V1R	17	21228826	21229815	+	0	V1R_chr17_cl021	24	18	V1R_chr17_sc016	1
ENSMUSG00000093648	Vmn1r-ps148	V1R	17	21244841	21245295	+	1	V1R_chr17_cl021	24	19	V1R_chr17_sc016	1
ENSMUSG00000050102	Vmn1r235	V1R	17	21260427	21262863	+	0	V1R_chr17_cl021	24	20	V1R_chr17_sc016	1
ENSMUSG00000093449	Vmn1r-ps149	V1R	17	21269288	21269470	-	1	V1R_chr17_cl021	24	21	V1R_chr17_sc016	1
ENSMUSG00000054142	Vmn1r236	V1R	17	21286533	21287653	+	0	V1R_chr17_cl021	24	22	V1R_chr17_sc016	1
ENSMUSG00000058030	Vmn1r237	V1R	17	21313963	21314912	+	0	V1R_chr17_cl021	24	23	V1R_chr17_sc016	1
ENSMUSG00000079693	Vmn1r-ps150	V1R	17	21323031	21323766	-	1	V1R_chr17_cl021	24	24	V1R_chr17_sc016	1
ENSMUSG00000093774	Vmn1r-ps151	V1R	18	3026901	3027882	-	1	V1R_chr18_cl022	3	1	V1R_chr18_sc017	1
ENSMUSG00000093444	Vmn1r-ps152	V1R	18	3080778	3081476	-	1	V1R_chr18_cl022	3	2	V1R_chr18_sc017	1
ENSMUSG00000091539	Vmn1r238	V1R	18	3122492	3123412	-	0	V1R_chr18_cl022	3	3	V1R_chr18_sc017	1
ENSMUSG00000067262	Vmn1r239-ps	V1R	X	147452748	147453707	-	1	V1R_chrX_cl023	1	1	V1R_chrX_sc018	1
ENSMUSG00000096776	Vmn1r186	V1R	GL456219.1	94186	95088	-	0	V1R_chrGL456219.1_cl024	1	1	V1R_chrGL456219.1_sc019	0
ENSMUSG00000081144	Vmn2r-ps2	V2R	2	39274106	39274870	+	1	V2R_chr2_cl001	1	1	V2R_chr2_sc001	1
ENSMUSG00000090303	Vmn2r-ps3	V2R	3	64053031	64055610	-	1	V2R_chr3_cl002	18	1	V2R_chr3_sc002	1
ENSMUSG00000027824	Vmn2r1	V2R	3	64081642	64105458	+	0	V2R_chr3_cl002	18	2	V2R_chr3_sc002	1
ENSMUSG00000043897	Vmn2r2	V2R	3	64116432	64140543	-	0	V2R_chr3_cl002	18	3	V2R_chr3_sc002	1
ENSMUSG00000091572	Vmn2r3	V2R	3	64258961	64287495	-	0	V2R_chr3_cl002	18	4	V2R_chr3_sc002	1
ENSMUSG00000093503	Vmn2r-ps4	V2R	3	64328660	64332853	+	1	V2R_chr3_cl002	18	5	V2R_chr3_sc002	1
ENSMUSG00000091967	Vmn2r-ps5	V2R	3	64339565	64357724	-	1	V2R_chr3_cl002	18	6	V2R_chr3_sc002	1
ENSMUSG00000092049	Vmn2r4	V2R	3	64388621	64415296	-	0	V2R_chr3_cl002	18	7	V2R_chr3_sc002	1
ENSMUSG00000093395	Vmn2r-ps6	V2R	3	64436883	64438287	-	1	V2R_chr3_cl002	18	8	V2R_chr3_sc002	1
ENSMUSG00000093546	Vmn2r-ps7	V2R	3	64442600	64443975	-	1	V2R_chr3_cl002	18	9	V2R_chr3_sc002	1
ENSMUSG00000094482	Vmn2r-ps8	V2R	3	64477018	64479319	+	1	V2R_chr3_cl002	18	10	V2R_chr3_sc002	1
ENSMUSG00000068999	Vmn2r5	V2R	3	64490821	64509735	-	0	V2R_chr3_cl002	18	11	V2R_chr3_sc002	1
ENSMUSG00000090581	Vmn2r6	V2R	3	64537561	64565298	-	0	V2R_chr3_cl002	18	12	V2R_chr3_sc002	1
ENSMUSG00000093699	Vmn2r-ps9	V2R	3	64591515	64592896	-	1	V2R_chr3_cl002	18	13	V2R_chr3_sc002	1
ENSMUSG00000095107	Vmn2r-ps10	V2R	3	64621694	64623995	+	1	V2R_chr3_cl002	18	14	V2R_chr3_sc002	1
ENSMUSG00000093434	Vmn2r-ps11	V2R	3	64632574	64662261	-	1	V2R_chr3_cl002	18	15	V2R_chr3_sc002	1
ENSMUSG00000062200	Vmn2r7	V2R	3	64690660	64844765	-	0	V2R_chr3_cl002	18	16	V2R_chr3_sc002	1
ENSMUSG00000093474	Vmn2r-ps12	V2R	3	64744749	64745645	-	1	V2R_chr3_cl002	18	17	V2R_chr3_sc002	1
ENSMUSG00000093767	Vmn2r-ps13	V2R	3	64899157	64899762	+	1	V2R_chr3_cl002	18	18	V2R_chr3_sc002	1
ENSMUSG00000094177	Vmn2r-ps15	V2R	4	145775612	145775988	+	1	V2R_chr4_cl003	1	1	V2R_chr4_sc003	1
ENSMUSG00000095096	Vmn2r-ps17	V2R	4	146264521	146264895	+	1	V2R_chr4_cl004	1	1	V2R_chr4_sc003	1
ENSMUSG00000095460	Vmn2r-ps16	V2R	4	146605105	146605481	+	1	V2R_chr4_cl005	1	1	V2R_chr4_sc003	1
ENSMUSG00000094849	Vmn2r-ps18	V2R	4	147126130	147126509	+	1	V2R_chr4_cl006	1	1	V2R_chr4_sc003	1
ENSMUSG00000093975	Vmn2r-ps19	V2R	4	147444380	147444648	+	1	V2R_chr4_cl007	2	1	V2R_chr4_sc003	1
ENSMUSG00000096440	Vmn2r-ps20	V2R	4	147521531	147521912	+	1	V2R_chr4_cl007	2	2	V2R_chr4_sc003	1
ENSMUSG00000057021	Vmn2r-ps159	V2R	4	156331103	156339499	+	1	V2R_chr4_cl008	1	1	V2R_chr4_sc004	1
ENSMUSG00000090961	Vmn2r8	V2R	5	108797193	108808754	-	0	V2R_chr5_cl009	12	1	V2R_chr5_sc005	1
ENSMUSG00000091624	Vmn2r9	V2R	5	108842947	108852510	-	0	V2R_chr5_cl009	12	2	V2R_chr5_sc005	1
ENSMUSG00000093510	Vmn2r-ps21	V2R	5	108872655	108892380	-	1	V2R_chr5_cl009	12	3	V2R_chr5_sc005	1
ENSMUSG00000067010	Vmn2r10	V2R	5	108993412	109006471	-	0	V2R_chr5_cl009	12	4	V2R_chr5_sc005	1
ENSMUSG00000091450	Vmn2r11	V2R	5	109046873	109059452	-	0	V2R_chr5_cl009	12	5	V2R_chr5_sc005	1
ENSMUSG00000090688	Vmn2r12	V2R	5	109085849	109097864	-	0	V2R_chr5_cl009	12	6	V2R_chr5_sc005	1
ENSMUSG00000091635	Vmn2r13	V2R	5	109156068	109192107	-	0	V2R_chr5_cl009	12	7	V2R_chr5_sc005	1
ENSMUSG00000091059	Vmn2r14	V2R	5	109215502	109224622	-	0	V2R_chr5_cl009	12	8	V2R_chr5_sc005	1
ENSMUSG00000091375	Vmn2r15	V2R	5	109286269	109297556	-	0	V2R_chr5_cl009	12	9	V2R_chr5_sc005	1
ENSMUSG00000092080	Vmn2r16	V2R	5	109330381	109364481	+	0	V2R_chr5_cl009	12	10	V2R_chr5_sc005	1
ENSMUSG00000091879	Vmn2r17	V2R	5	109420013	109453387	+	0	V2R_chr5_cl009	12	11	V2R_chr5_sc005	1
ENSMUSG00000094409	Vmn2r-ps23	V2R	5	109578019	109578589	-	1	V2R_chr5_cl009	12	12	V2R_chr5_sc005	1
ENSMUSG00000107123	Vmn2r-ps25	V2R	5	151435966	151461865	-	1	V2R_chr5_cl010	3	1	V2R_chr5_sc006	1
ENSMUSG00000106703	Vmn2r-ps26	V2R	5	151513135	151549267	-	1	V2R_chr5_cl010	3	2	V2R_chr5_sc006	1
ENSMUSG00000091794	Vmn2r18	V2R	5	151561661	151586906	-	0	V2R_chr5_cl010	3	3	V2R_chr5_sc006	1
ENSMUSG00000091260	Vmn2r19	V2R	6	123308333	123336537	+	0	V2R_chr6_cl011	13	1	V2R_chr6_sc007	1
ENSMUSG00000094145	Vmn2r20	V2R	6	123385262	123418061	-	0	V2R_chr6_cl011	13	2	V2R_chr6_sc007	1
ENSMUSG00000093652	Vmn2r-ps31	V2R	6	123443775	123444534	+	1	V2R_chr6_cl011	13	3	V2R_chr6_sc007	1
ENSMUSG00000093820	Vmn2r21	V2R	6	123492508	123533406	-	0	V2R_chr6_cl011	13	4	V2R_chr6_sc007	1
ENSMUSG00000093724	Vmn2r-ps32	V2R	6	123559122	123559878	+	1	V2R_chr6_cl011	13	5	V2R_chr6_sc007	1
ENSMUSG00000095486	Vmn2r22	V2R	6	123609758	123650635	-	0	V2R_chr6_cl011	13	6	V2R_chr6_sc007	1
ENSMUSG00000091620	Vmn2r23	V2R	6	123702821	123742291	+	0	V2R_chr6_cl011	13	7	V2R_chr6_sc007	1
ENSMUSG00000072780	Vmn2r24	V2R	6	123778971	123816280	+	0	V2R_chr6_cl011	13	8	V2R_chr6_sc007	1
ENSMUSG00000094672	Vmn2r25	V2R	6	123822814	123853190	-	0	V2R_chr6_cl011	13	9	V2R_chr6_sc007	1
ENSMUSG00000096630	Vmn2r26	V2R	6	124024758	124062035	+	0	V2R_chr6_cl011	13	10	V2R_chr6_sc007	1
ENSMUSG00000095544	Vmn2r-ps33	V2R	6	124081698	124082601	-	1	V2R_chr6_cl011	13	11	V2R_chr6_sc007	1
ENSMUSG00000094415	Vmn2r-ps34	V2R	6	124138733	124139636	-	1	V2R_chr6_cl011	13	12	V2R_chr6_sc007	1
ENSMUSG00000072778	Vmn2r27	V2R	6	124191596	124231784	-	0	V2R_chr6_cl011	13	13	V2R_chr6_sc007	1
ENSMUSG00000066820	Vmn2r28	V2R	7	5480641	5493851	-	0	V2R_chr7_cl012	1	1	V2R_chr7_sc008	1
ENSMUSG00000095730	Vmn2r29	V2R	7	7231327	7247328	-	0	V2R_chr7_cl013	12	1	V2R_chr7_sc009	1
ENSMUSG00000070847	Vmn2r30	V2R	7	7311723	7337531	-	0	V2R_chr7_cl013	12	2	V2R_chr7_sc009	1
ENSMUSG00000096373	Vmn2r31	V2R	7	7383985	7399627	-	0	V2R_chr7_cl013	12	3	V2R_chr7_sc009	1
ENSMUSG00000090849	Vmn2r-ps36	V2R	7	7417668	7441299	-	1	V2R_chr7_cl013	12	4	V2R_chr7_sc009	1
ENSMUSG00000096743	Vmn2r32	V2R	7	7463969	7479973	-	0	V2R_chr7_cl013	12	5	V2R_chr7_sc009	1
ENSMUSG00000096691	Vmn2r33	V2R	7	7550967	7566786	-	0	V2R_chr7_cl013	12	6	V2R_chr7_sc009	1
ENSMUSG00000092439	Vmn2r-ps37	V2R	7	7641854	7645329	-	1	V2R_chr7_cl013	12	7	V2R_chr7_sc009	1
ENSMUSG00000070841	Vmn2r34	V2R	7	7670887	7689513	-	0	V2R_chr7_cl013	12	8	V2R_chr7_sc009	1
ENSMUSG00000092173	Vmn2r-ps38	V2R	7	7706858	7720205	-	1	V2R_chr7_cl013	12	9	V2R_chr7_sc009	1
ENSMUSG00000096399	Vmn2r35	V2R	7	7786151	7819867	-	0	V2R_chr7_cl013	12	10	V2R_chr7_sc009	1
ENSMUSG00000092433	Vmn2r-ps40	V2R	7	7842899	7858604	-	1	V2R_chr7_cl013	12	11	V2R_chr7_sc009	1
ENSMUSG00000091651	Vmn2r36	V2R	7	7876651	7902462	-	0	V2R_chr7_cl013	12	12	V2R_chr7_sc009	1
ENSMUSG00000090892	Vmn2r41	V2R	7	8136950	8161654	-	0	V2R_chr7_cl014	17	1	V2R_chr7_sc009	1
ENSMUSG00000070844	Vmn2r42	V2R	7	8183265	8200320	-	0	V2R_chr7_cl014	17	2	V2R_chr7_sc009	1
ENSMUSG00000053720	Vmn2r43	V2R	7	8244348	8260599	-	0	V2R_chr7_cl014	17	3	V2R_chr7_sc009	1
ENSMUSG00000092452	Vmn2r-ps45	V2R	7	8304225	8325804	-	1	V2R_chr7_cl014	17	4	V2R_chr7_sc009	1
ENSMUSG00000094098	Vmn2r44	V2R	7	8367460	8383238	-	0	V2R_chr7_cl014	17	5	V2R_chr7_sc009	1
ENSMUSG00000092441	Vmn2r-ps46	V2R	7	8399201	8422775	-	1	V2R_chr7_cl014	17	6	V2R_chr7_sc009	1
ENSMUSG00000090662	Vmn2r45	V2R	7	8470525	8489075	-	0	V2R_chr7_cl014	17	7	V2R_chr7_sc009	1
ENSMUSG00000092614	Vmn2r-ps47	V2R	7	8506486	8519810	-	1	V2R_chr7_cl014	17	8	V2R_chr7_sc009	1
ENSMUSG00000092204	Vmn2r-ps49	V2R	7	8584976	8610512	-	1	V2R_chr7_cl014	17	9	V2R_chr7_sc009	1
ENSMUSG00000096707	Vmn2r-ps44	V2R	7	8801136	8825685	-	1	V2R_chr7_cl014	17	10	V2R_chr7_sc009	1
ENSMUSG00000092573	Vmn2r-ps43	V2R	7	8872179	8885651	-	1	V2R_chr7_cl014	17	11	V2R_chr7_sc009	1
ENSMUSG00000090864	Vmn2r40	V2R	7	8907173	8931504	-	0	V2R_chr7_cl014	17	12	V2R_chr7_sc009	1
ENSMUSG00000092611	Vmn2r-ps42	V2R	7	8954489	8969976	-	1	V2R_chr7_cl014	17	13	V2R_chr7_sc009	1
ENSMUSG00000096658	Vmn2r39	V2R	7	9014750	9030798	-	0	V2R_chr7_cl014	17	14	V2R_chr7_sc009	1
